experiment,epoch,kmeans_acc,linear_svm_acc,linear_svm_f1,poly_svm_acc,poly_svm_f1,rbf_svm_acc,rbf_svm_f1
30,7884,0.09914443885254152,0.12380473074987418,0.10985620529333061,0.22848515349773527,0.23288756645369202,0.03170608958228485,0.01988205918862593
