experiment,epoch,kmeans_acc,linear_svm_acc,linear_svm_f1,poly_svm_acc,poly_svm_f1,rbf_svm_acc,rbf_svm_f1
31,7233,0.9174635128334172,0.9325616507297433,0.9332113235753177,0.933568193256165,0.9341543008714365,0.9330649219929542,0.9337547719613191
